"Certaines données sont associées à l'ancienne version du formulaire incendie. Consultez la documentation pour plus d'informations."
"Nombre d'incendies suivant les critères de sélection : 2971"
"Critères de sélection =>";"Date de première alerte, de : 2020-01-01 00:00:00";"Date de première alerte, jusqu'à : 2020-12-31 23:59:00";"France entière";"Type de feu : F"
Année;Numéro;Département;"Code INSEE";"Nom de la commune";"Date de première alerte";"Surface parcourue (m2)";"Surface forêt (m2)";"Surface maquis garrigues (m2)";"Autres surfaces naturelles hors forêt (m2)";"Surfaces agricoles (m2)";"Autres surfaces (m2)";"Surface autres terres boisées (m2)";"Surfaces non boisées naturelles (m2)";"Surfaces non boisées artificialisées (m2)";"Surfaces non boisées (m2)";"Précision des surfaces";"Type de peuplement";Nature;"Décès ou bâtiments touchés";"Nombre de décès";"Nombre de bâtiments totalement détruits";"Nombre de bâtiments partiellement détruits";"Précision de la donnée"
2020;2967;"67";"67273";"Lohr";"2020-04-11 16:13:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;12140;"41";"41018";"Blois";"2020-04-11 16:44:00";50;0;;50;;;50;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;4886;"72";"72118";"Dollon";"2020-04-11 17:06:00";2000;2000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;6010;"33";"33454";"Saint-Morillon";"2020-04-11 17:34:00";300;300;;0;;;0;;;0;;;;;;;;""
2020;87;"46";"46247";"Saillac";"2020-04-11 18:02:00";2000;0;;2000;;;2000;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;2968;"67";"67291";"Mertzwiller";"2020-04-11 18:07:00";1000;1000;;0;;;0;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;12602;"48";"48134";"Saint-Andéol-de-Clerguemort";"2020-04-11 19:10:00";7900;1000;6900;;;;;;;;;"1";"Malveillance";;;;;""
2020;92;"21";"21205";"Courcelles-lès-Semur";"2020-04-11 20:00:00";5000;5000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;88;"46";"46226";"Prendeignes";"2020-04-11 20:33:00";25000;0;;25000;;;25000;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;237;"88";"88403";"Rozerotte";"2020-04-11 20:47:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;12616;"2B";"2B195";"Ortiporio";"2020-04-11 20:48:00";800;376;384;0;;;;;;40;;;;;;;;""
2020;12619;"2B";"2B172";"Murato";"2020-04-12 09:47:00";2000;940;960;0;;;;;;100;;;;;;;;""
2020;3518;"71";"71157";"Cuiseaux";"2020-04-12 10:01:00";15000;0;;15000;;;15000;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;3945;"74";"74083";"Combloux";"2020-04-12 11:16:00";100;100;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;12687;"2B";"2B356";"Zalana";"2020-04-12 13:32:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2020;13030;"2A";"2A362";"Zonza";"2020-04-12 14:53:00";100;;100;;;;;;;;;;"Involontaire (particulier)";;;;;""
2020;91;"21";"21305";"Grancey-sur-Ource";"2020-04-12 16:48:00";10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;""
2020;4089;"38";"38389";"Saint-Georges-d'Espéranche";"2020-04-12 17:40:00";500;0;;500;;;500;0;0;0;"Estimées";;;;;;;""
2020;12689;"84";"84052";"Grambois";"2020-04-12 17:49:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2020;159;"23";"23248";"Saint-Victor-en-Marche";"2020-04-12 22:01:00";20000;20000;;0;;;0;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;12690;"84";"84138";"Valréas";"2020-04-13 03:32:00";8600;8300;;;;;;;;300;;"2";"Accidentelle";;;;;""
2020;3969;"90";"90084";"Reppe";"2020-04-13 11:31:00";30;0;;30;;;30;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;12661;"83";"83027";"La Cadière-d'Azur";"2020-04-13 15:43:00";100;100;;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2020;4090;"38";"38561";"Viriville";"2020-04-13 18:06:00";300;0;;300;;;300;0;0;0;"Estimées";;;;;;;""
2020;5884;"40";"40248";"Saint-André-de-Seignanx";"2020-04-13 18:54:00";3000;3000;;0;;;0;;;0;;;;;;;;""
2020;2426;"87";"87141";"Saint-Cyr";"2020-04-13 20:42:00";200;0;;200;;;200;0;0;0;"Mesurées";;;;;;;""
2020;12137;"41";"41217";"Saint-Julien-de-Chédon";"2020-04-14 09:59:00";20;0;;20;;;20;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;289;"65";"65344";"Ossun";"2020-04-14 11:19:00";30000;0;;30000;;;30000;0;0;0;"Estimées";;;;;;;""
2020;138;"61";"61345";"Rémalard en Perche";"2020-04-14 13:01:00";20000;20000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;13031;"2A";"2A017";"Appietto";"2020-04-14 15:54:00";80;;80;;;;;;;;;;"Involontaire (travaux)";;;;;""
2020;4302;"12";"12095";"Escandolières";"2020-04-14 15:57:00";30000;30000;;0;;;0;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;6012;"33";"33449";"Saint-Médard-en-Jalles";"2020-04-14 16:07:00";798600;798600;;0;;;0;;;0;;;;;;;;""
2020;5192;"15";"15005";"Anglards-de-Saint-Flour";"2020-04-14 16:17:00";400;400;;0;;;0;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;12815;"26";"26018";"Aulan";"2020-04-14 17:05:00";3400;0;3400;;;;;;;;;"1";"Malveillance";;;;;""
2020;102;"46";"46017";"Bannes";"2020-04-14 17:21:00";20000;0;;20000;;;20000;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;6013;"33";"33317";"Périssac";"2020-04-14 17:41:00";80;80;;0;;;0;;;0;;;;;;;;""
2020;4448;"976";"97614";"Ouangani";"2020-04-14 20:00:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;12136;"41";"41161";"Nouan-le-Fuzelier";"2020-04-14 23:51:00";500;500;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;1047;"29";"29031";"Clohars-Carnoët";"2020-04-15 05:31:00";100;0;;100;;;100;0;0;0;"Estimées";;;;;;;""
2020;140;"46";"46139";"Labathude";"2020-04-15 10:26:00";2000;0;;2000;;;2000;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;2138;"17";"17121";"La Couarde-sur-Mer";"2020-04-15 10:39:00";500;0;;500;;;500;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;142;"46";"46070";"Cieurac";"2020-04-15 10:47:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2020;2428;"87";"87070";"La Geneytouse";"2020-04-15 12:00:00";1000;0;;1000;;;1000;0;0;0;"Mesurées";;;;;;;""
2020;105;"21";"21401";"Meloisey";"2020-04-15 12:15:00";3160;0;;3160;;;3160;0;0;0;"Mesurées";;;;;;;""
2020;162;"43";"43246";"Tiranges";"2020-04-15 12:15:00";100000;100000;;0;;;0;0;0;0;"Mesurées";;"Involontaire (particulier)";;;;;""
2020;4887;"72";"72058";"Changé";"2020-04-15 12:36:00";1500;1500;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3970;"90";"90017";"Bourogne";"2020-04-15 12:49:00";100;0;;100;;;100;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;12697;"48";"48098";"Molezon";"2020-04-15 12:50:00";93400;10700;82700;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;139;"61";"61232";"Lonlay-l'Abbaye";"2020-04-15 12:55:00";15000;0;;15000;;;15000;0;0;0;"Estimées";;;;;;;""
2020;1048;"29";"29147";"Mellac";"2020-04-15 12:55:00";2000;0;;1000;;;1000;1000;0;1000;"Estimées";;;;;;;""
2020;104;"81";"81146";"Livers-Cazelles";"2020-04-15 13:36:00";20000;0;;20000;;;20000;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;1365;"19";"19075";"Espagnac";"2020-04-15 13:51:00";100000;100000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;1513;"89";"89142";"Dixmont";"2020-04-15 14:33:00";20000;20000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;5335;"47";"47304";"Taillebourg";"2020-04-15 15:02:00";5000;4000;;0;;;0;;;1000;;;"Involontaire (particulier)";;;;;""
2020;466;"85";"85237";"Saint-Laurent-de-la-Salle";"2020-04-15 15:32:00";1000;1000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2020;5336;"47";"47278";"Saint-Sernin";"2020-04-15 15:49:00";5000;5000;;0;;;0;;;0;;;"Involontaire (particulier)";;;;;""
2020;151;"46";"46125";"Gorses";"2020-04-15 15:58:00";30000;0;;30000;;;30000;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;12705;"83";"83051";"Entrecasteaux";"2020-04-15 16:12:00";3500;3500;;;;;;;;;;"5";"Involontaire (travaux)";;;;;""
2020;1049;"29";"29249";"Saint-Goazec";"2020-04-15 16:48:00";3000;0;;3000;;;3000;0;0;0;"Estimées";;;;;;;""
2020;3947;"74";"74190";"Morillon";"2020-04-15 16:54:00";200;200;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;152;"46";"46070";"Cieurac";"2020-04-15 18:01:00";250;0;;250;;;250;0;0;0;"Estimées";;;;;;;""
2020;12708;"83";"83073";"Le Luc";"2020-04-15 18:13:00";20;20;;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2020;12704;"07";"07109";"Joannas";"2020-04-15 18:38:00";4000;;4000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;6014;"33";"33307";"Noaillan";"2020-04-15 19:18:00";20000;20000;;0;;;0;;;0;;;;;;;;""
2020;245;"88";"88409";"Saint-Amé";"2020-04-15 19:57:00";100;100;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;4888;"72";"72046";"Le Breil-sur-Mérize";"2020-04-15 21:15:00";10;10;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;1852;"37";"37177";"Orbigny";"2020-04-15 22:18:00";3500;0;;3500;;;3500;0;0;0;"Estimées";;;;;;;""
2020;13033;"2A";"2A272";"Sartène";"2020-04-16 10:46:00";30;;30;;;;;;;;;;"Involontaire (particulier)";;;;;""
2020;196;"21";"21021";"Arc-sur-Tille";"2020-04-16 10:55:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2020;13034;"2A";"2A284";"Sollacaro";"2020-04-16 11:34:00";35000;;35000;;;;;;;;;;;;;;;""
2020;12135;"41";"41275";"La Ville-aux-Clercs";"2020-04-16 12:15:00";20;0;;20;;;20;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;5223;"53";"53111";"La Haie-Traversaine";"2020-04-16 13:59:00";800;800;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;4091;"38";"38215";"Luzinay";"2020-04-16 14:00:00";600;600;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;4889;"72";"72213";"Mulsanne";"2020-04-16 14:19:00";550;550;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;12735;"2B";"2B355";"Volpajola";"2020-04-16 14:41:00";10000;4700;4800;0;;;;;;500;;;;;;;;""
2020;1514;"89";"89242";"Maligny";"2020-04-16 14:48:00";150;150;;0;;;0;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;214;"68";"68275";"Rimbach-près-Masevaux";"2020-04-16 14:54:00";30000;30000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;153;"46";"46102";"Figeac";"2020-04-16 15:52:00";600;0;;600;;;600;0;0;0;"Estimées";;;;;;;""
2020;154;"46";"46102";"Figeac";"2020-04-16 16:28:00";3000;0;;3000;;;3000;0;0;0;"Estimées";;;;;;;""
2020;2429;"87";"87156";"Saint-Just-le-Martel";"2020-04-16 16:32:00";3000;0;;3000;;;3000;0;0;0;"Mesurées";;;;;;;""
2020;5235;"24";"24272";"Minzac";"2020-04-16 16:41:00";3000;3000;;0;;;0;;;0;;;"Accidentelle";;;;;""
2020;13035;"2A";"2A189";"Olmeto";"2020-04-16 17:18:00";50;;50;;;;;;;;;;;;;;;""
2020;3760;"70";"70283";"Haut-du-Them-Château-Lambert";"2020-04-16 17:53:00";120;120;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;166;"55";"55312";"Maizey";"2020-04-16 19:00:00";20000;20000;;0;;;0;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;163;"58";"58211";"Poil";"2020-04-16 19:23:00";1000;1000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;13036;"2A";"2A186";"Olivese";"2020-04-16 19:48:00";1500;;1500;;;;;;;;;"1";"Accidentelle";;;;;""
2020;12882;"11";"11361";"Saint-Papoul";"2020-04-16 21:38:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2020;1522;"89";"89170";"Foissy-lès-Vézelay";"2020-04-17 11:35:00";90000;90000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2020;13037;"2A";"2A019";"Arbori";"2020-04-17 15:47:00";500;;500;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;164;"39";"39328";"Meussia";"2020-04-17 16:10:00";1000;0;;1000;;;1000;0;0;0;"Estimées";;;;;;;""
2020;3738;"70";"70279";"Gray";"2020-04-17 16:14:00";50;0;;50;;;50;0;0;0;"Estimées";;;;;;;""
2020;12758;"06";"06033";"Carros";"2020-04-17 18:16:00";600;;350;;;;;;;250;;"1";;;;;;""
2020;12132;"41";"41136";"Mer";"2020-04-17 19:25:00";2;0;;2;;;2;0;0;0;"Estimées";;;;;;;""
2020;250;"88";"88135";"Docelles";"2020-04-17 20:23:00";60;60;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;2969;"67";"67167";"Grendelbruch";"2020-04-17 21:14:00";300;0;;300;;;300;0;0;0;"Estimées";;;;;;;""
2020;4381;"976";"97606";"Chirongui";"2020-04-17 22:00:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;12757;"06";"06060";"Falicon";"2020-04-18 04:55:00";100;;100;;;;;;;;;"1";;;;;;""
2020;4094;"38";"38419";"Saint-Martin-de-Clelles";"2020-04-18 09:28:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;13038;"2A";"2A040";"Bocognano";"2020-04-18 11:12:00";400;;400;;;;;;;;;;"Involontaire (particulier)";;;;;""
2020;6016;"33";"33284";"Mios";"2020-04-18 14:41:00";1500;1500;;0;;;0;;;0;;;;;;;;""
2020;4095;"38";"38163";"Le Haut-Bréda";"2020-04-18 16:16:00";600;0;;600;;;600;0;0;0;"Estimées";;;;;;;""
2020;160;"46";"46089";"Duravel";"2020-04-18 16:50:00";15000;0;;15000;;;15000;0;0;0;"Estimées";;;;;;;""
2020;12130;"41";"41032";"Chailles";"2020-04-18 17:10:00";150;0;;150;;;150;0;0;0;"Estimées";;;;;;;""
2020;4096;"38";"38194";"Izeaux";"2020-04-18 18:37:00";500;0;;500;;;500;0;0;0;"Estimées";;;;;;;""
2020;12738;"83";"83087";"Nans-les-Pins";"2020-04-18 18:54:00";2;2;;;;;;;;;;"5";"Involontaire (particulier)";;;;;""
2020;3704;"70";"70202";"Demangevelle";"2020-04-18 20:11:00";1500;0;;1500;;;1500;0;0;0;"Estimées";;;;;;;""
2020;13039;"2A";"2A040";"Bocognano";"2020-04-18 20:39:00";1;;1;;;;;;;;;;"Involontaire (travaux)";;;;;""
2020;2971;"67";"67254";"Kutzenhausen";"2020-04-18 20:57:00";500;500;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;2972;"67";"67180";"Haguenau";"2020-04-19 15:09:00";10000;10000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;2430;"87";"87160";"Saint-Léger-Magnazeix";"2020-04-19 17:45:00";800;0;;800;;;800;0;0;0;"Mesurées";;;;;;;""
2020;3948;"74";"74269";"Seyssel";"2020-04-19 18:13:00";300;300;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;12129;"41";"41018";"Blois";"2020-04-19 22:08:00";70;0;;70;;;70;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;3583;"57";"57227";"Forbach";"2020-04-20 13:35:00";15000;0;;15000;;;15000;0;0;0;"Estimées";;;;;;;""
2020;200;"21";"21712";"Volnay";"2020-04-20 14:15:00";1200;1200;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3805;"70";"70432";"Quers";"2020-04-20 17:38:00";10;0;;10;;;10;0;0;0;"Estimées";;;;;;;""
2020;4098;"38";"38109";"Chozeau";"2020-04-20 19:02:00";300;0;;300;;;300;0;0;0;"Estimées";;;;;;;""
2020;257;"88";"88373";"Raon-sur-Plaine";"2020-04-20 19:54:00";100;100;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;4097;"38";"38104";"Chimilin";"2020-04-20 21:03:00";500;0;;500;;;500;0;0;0;"Estimées";;;;;;;""
2020;208;"77";"77186";"Fontainebleau";"2020-04-21 15:15:00";2000;0;;2000;;;2000;0;0;0;"Mesurées";;;;;;;""
2020;215;"68";"68298";"Sainte-Marie-aux-Mines";"2020-04-22 08:15:00";600;0;;600;;;600;0;0;0;"Estimées";;;;;;;""
2020;259;"88";"88463";"Taintrux";"2020-04-22 13:10:00";1000;1000;;0;;;0;0;0;0;"Mesurées";;"Involontaire (particulier)";;;;;""
2020;4891;"72";"72027";"Beaumont-sur-Dême";"2020-04-22 16:40:00";100;100;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;262;"88";"88160";"Épinal";"2020-04-22 18:02:00";30;30;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;799;"74";"74186";"Montagny-les-Lanches";"2020-04-22 18:55:00";100;0;;100;;;100;0;0;0;"Estimées";;;;;;;""
2020;205;"39";"39393";"Onglières";"2020-04-22 21:19:00";30000;30000;;0;;;0;0;0;0;"Estimées";;"Involontaire (travaux)";;;;;""
2020;4890;"72";"72223";"Noyen-sur-Sarthe";"2020-04-23 14:46:00";1000;1000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;1523;"89";"89134";"Cussy-les-Forges";"2020-04-23 15:22:00";500;0;;500;;;500;0;0;0;"Estimées";;;;;;;""
2020;3949;"74";"74257";"Sallenôves";"2020-04-23 16:12:00";500;0;;500;;;500;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;3604;"54";"54488";"Saint-Sauveur";"2020-04-23 17:08:00";110000;110000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3365;"39";"39503";"Sapois";"2020-04-23 19:53:00";40;0;;40;;;40;0;0;0;"Estimées";;;;;;;""
2020;266;"88";"88098";"Chaumousey";"2020-04-24 10:04:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;1307;"19";"19158";"Pandrignes";"2020-04-24 10:10:00";20;0;;20;;;20;0;0;0;"Estimées";;;;;;;""
2020;1308;"19";"19075";"Espagnac";"2020-04-24 10:13:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;1309;"19";"19272";"Tulle";"2020-04-24 11:55:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;12830;"83";"83124";"Seillans";"2020-04-24 13:29:00";1500;1500;;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2020;2973;"67";"67342";"Oberhaslach";"2020-04-24 14:49:00";3000;0;;3000;;;3000;0;0;0;"Estimées";;;;;;;""
2020;3584;"57";"57096";"Boulange";"2020-04-24 15:28:00";20000;20000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;13040;"2A";"2A322";"Tasso";"2020-04-24 16:22:00";4000;;4000;;;;;;;;;"3";;;;;;""
2020;3710;"70";"70226";"Fallon";"2020-04-24 21:31:00";50;0;;50;;;50;0;0;0;"Estimées";;;;;;;""
2020;3720;"70";"70245";"Fougerolles-Saint-Valbert";"2020-04-25 12:14:00";500;0;;500;;;500;0;0;0;"Estimées";;;;;;;""
2020;2974;"67";"67436";"Saulxures";"2020-04-25 12:58:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2020;209;"55";"55360";"Mouilly";"2020-04-25 17:35:00";10000;10000;;0;;;0;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;3950;"74";"74273";"Sixt-Fer-à-Cheval";"2020-04-25 18:36:00";100;0;;100;;;100;0;0;0;"Estimées";;;;;;;""
2020;6017;"33";"33188";"Giscos";"2020-04-26 10:39:00";10;10;;0;;;0;;;0;;;;;;;;""
2020;12846;"2B";"2B050";"Calvi";"2020-04-26 11:51:00";2500;1175;1200;0;;;;;;125;;;;;;;;""
2020;6019;"33";"33188";"Giscos";"2020-04-26 19:05:00";99500;44750;;0;;;0;;;54750;;;;;;;;""
2020;273;"88";"88408";"Rupt-sur-Moselle";"2020-04-27 11:12:00";300;300;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;210;"77";"77244";"Larchant";"2020-04-28 07:42:00";50;0;;50;;;50;0;0;0;"Mesurées";;"Accidentelle";;;;;""
2020;14237;"11";"11264";"Névian";"2020-04-29 17:34:00";900;423;432;0;;;;;;45;;;;;;;;""
2020;4799;"41";"41018";"Blois";"2020-05-02 19:09:00";10;0;;10;;;10;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;278;"88";"88415";"Saint-Étienne-lès-Remiremont";"2020-05-03 11:40:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;216;"974";"97415";"Saint-Paul";"2020-05-04 13:53:00";10000;0;;10000;;;10000;0;0;0;"Estimées";;;;;;;""
2020;4800;"41";"41018";"Blois";"2020-05-04 22:55:00";100;0;;100;;;100;0;0;0;"Estimées";;"Malveillance";;;;;""
2020;13042;"2A";"2A065";"Cargèse";"2020-05-05 16:08:00";30;14;14;0;;;;;;2;;;"Involontaire (particulier)";;;;;""
2020;13045;"2A";"2A099";"Cozzano";"2020-05-06 16:40:00";100;;100;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;12908;"2B";"2B167";"Montegrosso";"2020-05-07 14:55:00";5000;2350;2400;0;;;;;;250;;;;;;;;""
2020;300;"88";"88253";"Jeuxey";"2020-05-07 18:30:00";5;5;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;4892;"72";"72314";"Saint-Pierre-du-Lorouër";"2020-05-07 19:41:00";20;20;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;19020;"972";"97218";"Le Morne-Rouge";"2020-05-08 03:48:00";200;0;;200;;;200;0;0;0;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2020;2975;"67";"67218";"Illkirch-Graffenstaden";"2020-05-08 12:04:00";200;0;;200;;;200;0;0;0;"Estimées";;;;;;;""
2020;13046;"2A";"2A212";"Piana";"2020-05-08 13:35:00";30;;30;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;12918;"83";"83154";"Saint-Antonin-du-Var";"2020-05-08 14:43:00";1850;1850;;;;;;;;;;"4";"Involontaire (particulier)";;;;;""
2020;4100;"38";"38468";"Salaise-sur-Sanne";"2020-05-08 17:16:00";300;0;;300;;;300;0;0;0;"Estimées";;;;;;;""
2020;2976;"67";"67377";"Plaine";"2020-05-08 18:00:00";30000;0;;30000;;;30000;0;0;0;"Estimées";;;;;;;""
2020;217;"21";"21496";"Pontailler-sur-Saône";"2020-05-09 16:30:00";30;0;;30;;;30;0;0;0;"Mesurées";;;;;;;""
2020;476;"85";"85105";"Le Gué-de-Velluire";"2020-05-09 20:59:00";1;0;;1;;;1;0;0;0;"Estimées";;"Naturelle";;;;;""
2020;13047;"2A";"2A014";"Ambiegna";"2020-05-10 08:25:00";100;;100;;;;;;;;;;"Involontaire (travaux)";;;;;""
2020;13048;"2A";"2A198";"Ota";"2020-05-10 18:44:00";100;;100;;;;;;;;;;"Involontaire (particulier)";;;;;""
2020;3542;"68";"68078";"Eguisheim";"2020-05-10 21:18:00";2200;2200;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3973;"90";"90102";"Vescemont";"2020-05-13 15:49:00";200;0;;200;;;200;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;309;"88";"88349";"Plainfaing";"2020-05-15 17:29:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3951;"74";"74311";"Viuz-en-Sallaz";"2020-05-16 21:12:00";10;0;;10;;;10;0;0;0;"Estimées";;"Accidentelle";;;;;""
2020;306;"88";"88209";"Golbey";"2020-05-16 23:13:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;3015;"16";"16048";"Boisbreteau";"2020-05-17 12:26:00";100000;100000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;19006;"972";"97207";"Ducos";"2020-05-17 14:06:00";2;0;;2;;;2;0;0;0;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2020;4641;"61";"61050";"Cour-Maugis sur Huisne";"2020-05-17 19:04:00";500;500;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;19010;"972";"97213";"Le Lamentin";"2020-05-18 17:25:00";10;0;;10;;;10;0;0;0;"Estimées";;;"Non";;;;"Données partielles ou non valides"
2020;4449;"976";"97614";"Ouangani";"2020-05-18 20:00:00";2000;2000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2020;6025;"33";"33122";"Cestas";"2020-05-19 09:08:00";10;10;;0;;;0;;;0;;;;;;;;""
2020;315;"88";"88040";"Bayecourt";"2020-05-19 09:56:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;3813;"70";"70459";"Saint-Barthélemy";"2020-05-19 11:02:00";2;0;;2;;;2;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;3798;"70";"70414";"Plancher-les-Mines";"2020-05-19 11:16:00";5000;0;;5000;;;5000;0;0;0;"Estimées";;;;;;;""
2020;12975;"34";"34328";"Vendémian";"2020-05-19 14:40:00";12191;;2191;;;;;;;10000;;"1";"Involontaire (travaux)";;;;;""
2020;4893;"72";"72299";"Saint-Mars-d'Outillé";"2020-05-19 16:44:00";30000;30000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;6026;"33";"33011";"Arès";"2020-05-21 05:20:00";20000;20000;;0;;;0;;;0;;;;;;;;""
2020;319;"88";"88470";"Le Tholy";"2020-05-21 08:10:00";1;1;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;14238;"11";"11198";"Laure-Minervois";"2020-05-21 11:41:00";5762;2708;2766;0;;;;;;288;;;;;;;;""
2020;294;"35";"35253";"Saint-Aubin-du-Cormier";"2020-05-21 12:41:00";30000;0;;20000;;;20000;10000;0;10000;"Estimées";;;;;;;""
2020;3974;"90";"90081";"Réchésy";"2020-05-21 13:30:00";50;10;;40;;;40;0;0;0;"Estimées";;"Involontaire (particulier)";;;;;""
2020;2977;"67";"67368";"Ottrott";"2020-05-21 16:17:00";3000;3000;;0;;;0;0;0;0;"Estimées";;;;;;;""
2020;13319;"07";"07210";"Saint-Andéol-de-Vals";"2020-05-21 20:16:00";2000;;2000;;;;;;;;;"1";"Involontaire (particulier)";;;;;""
2020;318;"88";"88398";"Les Rouges-Eaux";"2020-05-22 07:58:00";3000;3000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2020;1388;"19";"19072";"Donzenac";"2020-05-22 10:17:00";1;0;;1;;;1;0;0;0;"Estimées";;;;;;;""
2020;1525;"89";"89080";"La Chapelle-sur-Oreuse";"2020-05-22 18:59:00";5000;5000;;0;;;0;0;0;0;"Mesurées";;;;;;;""
2020;13049;"2A";"2A308";"Sainte-Lucie-de-Tallano";"2020-05-23 19:21:00";400;;400;;;;;;;;;;"Involontaire (particulier)";;;;;""
